"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet"
"4811","JO1096","ABD Diet","Argan Pulp","Crop Byproduct",270,"g",20.7692307692308
"4812","JO1096","ABD Diet","Unspecified Straw Ground","Crop Byproduct",150,"g",11.5384615384615
"4813","JO1096","CF Diet","Minerals and Vitamins Mix","Supplement",30,"g",2.67857142857143
"4814","JO1096","CF Diet","Unspecified Straw Ground","Crop Byproduct",150,"g",13.3928571428571
"4815","JO1096","CF Diet","Commercial Feed","Preformulated Feed",1320,"g",117.857142857143
"4816","JO1097","Diet 1","Maize Grain Crushed","Crop Product",6845,"g",50
"4817","JO1097","Diet 1","Maize Stover Ensiled","Crop Byproduct",6845,"g",50
"4818","JO1097","Diet 2","Maize Stover Ensiled","Crop Byproduct",5148.75,"g",37.5
"4819","JO1097","Diet 2","Maize Grain Crushed","Crop Product",5148.75,"g",37.5
"4820","JO1097","Diet 2","Date Ground","Crop Byproduct",3432.5,"g",25
"4821","JO1097","Diet 3","Date Ground","Crop Byproduct",6860,"g",50
"4822","JO1097","Diet 3","Maize Stover Ensiled","Crop Byproduct",3430,"g",25
"4823","JO1097","Diet 3","Maize Grain Crushed","Crop Product",3430,"g",25
"4824","JO1097","Diet 4","Maize Grain Crushed","Crop Product",1778.75,"g",12.5
"4825","JO1097","Diet 4","Maize Stover Ensiled","Crop Byproduct",1778.75,"g",12.5
"4826","JO1097","Diet 4","Date Ground","Crop Byproduct",10672.5,"g",75
"4827","JO1099","Ration 0","Cassava Peel","Crop Byproduct",50,"% Diet",100
"4828","JO1099","Ration 10","Cocoa Pods Husk Ensiled Dried Urea Treated","Crop Byproduct",5,"% Diet",10
"4829","JO1099","Ration 10","Cassava Peel","Crop Byproduct",45,"% Diet",90
"4830","JO1099","Ration 15","Cassava Peel","Crop Byproduct",42.5,"% Diet",85
"4831","JO1099","Ration 15","Cocoa Pods Husk Ensiled Dried Urea Treated","Crop Byproduct",7.5,"% Diet",15
"4832","JO1099","Ration 20","Cocoa Pods Husk Ensiled Dried Urea Treated","Crop Byproduct",10,"% Diet",20
"4833","JO1099","Ration 20","Cassava Peel","Crop Byproduct",40,"% Diet",80
"4834","JO1099","Ration 25","Cassava Peel","Crop Byproduct",37.5,"% Diet",75
"4835","JO1099","Ration 25","Cocoa Pods Husk Ensiled Dried Urea Treated","Crop Byproduct",12.5,"% Diet",25
"4836","JO1099","Ration 30","Cassava Peel","Crop Byproduct",35,"% Diet",70
"4837","JO1099","Ration 30","Cocoa Pods Husk Ensiled Dried Urea Treated","Crop Byproduct",15,"% Diet",30
"4838","JO1100","Diet 1","Palm Kernel Cake","Crop Byproduct",100.3833,"g",27
"4839","JO1100","Diet 2","Palm Kernel Cake","Crop Byproduct",70.0869,"g",19.5
"4840","JO1100","Diet 2","Enterolobium cyclocarpum Crushed Wilted","Forage Plants",26.9565,"g",7.5
"4841","JO1100","Diet 3","Enterolobium cyclocarpum Crushed Wilted","Forage Plants",36.6285,"g",15
"4842","JO1100","Diet 3","Palm Kernel Cake","Crop Byproduct",29.3028,"g",12
"4843","JO1100","Diet 4","Palm Kernel Cake","Crop Byproduct",11.1582,"g",4.5
"4844","JO1100","Diet 4","Enterolobium cyclocarpum Crushed Wilted","Forage Plants",55.791,"g",22.5
"4845","JS0046","Cotton seed Cake Diet","Cotton Seed Cake","Crop Byproduct",230,"g",37.3376623376623
"4846","JS0047","SCB Bundle1","Maize & Wheat Bran","Crop Byproduct",35.5,"%",35.5
"4847","JS0047","SCB Bundle1","Cotton Seed Cake","Crop Byproduct",20,"%",20
"4848","JS0047","SCB Bundle1","Maize Cracked","Crop Product",43.5,"%",43.5
"4849","JS0047","SCB Bundle1","Minerals and Vitamins Mix","Non-ERA Feed",0.25,"%",0.25
"4850","JS0047","SCB Bundle1","Dicalcium Phosphate","Non-ERA Feed",0.25,"%",0.25
"4851","JS0047","SCB Bundle1","Salt","Non-ERA Feed",0.5,"%",0.5
"4852","JS0047","SCB Con Bundle2","Dicalcium Phosphate","Non-ERA Feed",0.25,"%",0.25
"4853","JS0047","SCB Con Bundle2","Maize & Wheat Bran","Crop Byproduct",35.5,"%",35.5
"4854","JS0047","SCB Con Bundle2","Maize Cracked","Crop Product",43.5,"%",43.5
"4855","JS0047","SCB Con Bundle2","Cotton Seed Cake","Crop Byproduct",20,"%",20
"4856","JS0047","SCB Con Bundle2","Minerals and Vitamins Mix","Non-ERA Feed",0.25,"%",0.25
"4857","JS0047","SCB Con Bundle2","Salt","Non-ERA Feed",0.5,"%",0.5
"4858","JS0047","SFM Bundle1","Maize","Crop Product",84,"%",84
"4859","JS0047","SFM Bundle1","Minerals and Vitamins Mix","Non-ERA Feed",0.25,"%",0.25
"4860","JS0047","SFM Bundle1","Salt","Non-ERA Feed",0.5,"%",0.5
"4861","JS0047","SFM Bundle1","Fish Ground","Animal",15,"%",15
"4862","JS0047","SFM Bundle1","Dicalcium Phosphate","Non-ERA Feed",0.25,"%",0.25
"4863","JS0047","SFM Bundle2","Dicalcium Phosphate","Non-ERA Feed",0.25,"%",0.25
"4864","JS0047","SFM Bundle2","Minerals and Vitamins Mix","Non-ERA Feed",0.25,"%",0.25
"4865","JS0047","SFM Bundle2","Salt","Non-ERA Feed",0.5,"%",0.5
"4866","JS0047","SFM Bundle2","Maize","Crop Product",84,"%",84
"4867","JS0047","SFM Bundle2","Fish Ground","Animal",15,"%",15
"4868","JS0048","A. S. pods","Schoenefeldia gracilis Dried","Herbaceous Fodders",111,"g",11.8210862619808
"4869","JS0048","A. S. pods","Acacia senegal Pods Dried","Agroforestry Fodders",648,"g",69.0095846645367
"4870","JS0048","P.L leaves","Schoenefeldia gracilis Dried","Herbaceous Fodders",69,"g",8.66834170854271
"4871","JS0048","P.L leaves","Pterocarpus lucens Leaves Dried","Agroforestry Fodders",546,"g",68.5929648241206
"4872","JS0048","P.L pods","Pterocarpus lucens Pods Dried","Agroforestry Fodders",472,"g",63.5262449528937
"4873","JS0048","P.L pods","Schoenefeldia gracilis Dried","Herbaceous Fodders",90,"g",12.1130551816958
"4874","JS0048","T Con","Schoenefeldia gracilis Dried","Herbaceous Fodders",311,"g",47.1212121212121
"4875","JS0048","T Con","Cotton Seed Cake Dried","Crop Byproduct",180,"g",27.2727272727273
"4876","JS0076","BFM1","Maize","Crop Product",39.24,"g",54.5
"4877","JS0076","BFM1","Breadfruit Dried Ground","Agroforestry Fodders",1.8,"g",2.5
"4878","JS0076","BFM2","Breadfruit Dried Ground","Agroforestry Fodders",3.58181818181818,"g",5
"4879","JS0076","BFM2","Maize","Crop Product",37.2509090909091,"g",52
"4880","JS0076","Diet Con","Maize","Crop Product",41.8690909090909,"g",57
"4881","JS0079.1","Con","Coconut Cake Ground","Crop Byproduct",5.4,"g",6
"4882","JS0079.1","Con","Wheat Bran","Crop Byproduct",11.7,"g",13
"4883","JS0079.1","Con","Fish Ground","Animal",18,"g",20
"4884","JS0079.1","SDBM1","Blood Dried Ground Heated","Animal",2.88,"g",3
"4885","JS0079.1","SDBM1","Wheat Bran","Crop Byproduct",13.92,"g",14.5
"4886","JS0079.1","SDBM1","Fish Ground","Animal",15.36,"g",16
"4887","JS0079.1","SDBM1","Coconut Cake Ground","Crop Byproduct",5.28,"g",5.5
"4888","JS0079.1","SDBM2","Coconut Cake Ground","Crop Byproduct",3.96,"g",4.5
"4889","JS0079.1","SDBM2","Blood Ground","Animal",5.28,"g",6
"4890","JS0079.1","SDBM2","Wheat Bran","Crop Byproduct",13.64,"g",15.5
"4891","JS0079.1","SDBM2","Fish Ground","Animal",11.44,"g",13
"4892","JS0079.1","SDBM3","Coconut Cake Ground","Crop Byproduct",2.58,"g",3
"4893","JS0079.1","SDBM3","Fish Ground","Animal",7.74,"g",9
"4894","JS0079.1","SDBM3","Blood Ground","Animal",7.74,"g",9
"4895","JS0079.1","SDBM3","Wheat Bran","Crop Byproduct",15.05,"g",17.5
"4896","JS0079.2","Con","Fish Ground","Animal",14.966,"g",14
"4897","JS0079.2","Con","Wheat Bran","Crop Byproduct",23.518,"g",22
"4898","JS0079.2","SDBM1","Fish Ground","Animal",12.5465,"g",11.5
"4899","JS0079.2","SDBM1","Wheat Bran","Crop Byproduct",25.093,"g",23
"4900","JS0079.2","SDBM1","Blood Dried Ground Heated","Animal",1.6365,"g",1.5
"4901","JS0079.2","SDBM2","Blood Dried Ground Heated","Animal",3.336,"g",3
"4902","JS0079.2","SDBM2","Fish Ground","Animal",11.12,"g",10
"4903","JS0079.2","SDBM2","Wheat Bran","Crop Byproduct",25.576,"g",23
"4904","JS0079.2","SDBM3","Fish Ground","Animal",9.469,"g",8.5
"4905","JS0079.2","SDBM3","Blood Dried Ground Heated","Animal",5.013,"g",4.5
"4906","JS0079.2","SDBM3","Wheat Bran","Crop Byproduct",25.622,"g",23
"4907","JS0093","Diet Con","Fish Ground","Animal",14.4327272727273,"g",18
"4908","JS0093","Diet Con","Maize","Crop Product",47.7081818181818,"g",59.5
"4909","JS0093","Diet Con","Rice Bran","Crop Byproduct",9.22090909090909,"g",11.5
"4910","JS0093","PKC1","Maize","Crop Product",47.4645454545455,"g",54.5
"4911","JS0093","PKC1","Rice Bran","Crop Byproduct",10.4509090909091,"g",12
"4912","JS0093","PKC1","Palm Kernel Cake Dried Ground",NA,4.35454545454545,"g",5
"4913","JS0093","PKC1","Fish Ground","Animal",15.2409090909091,"g",17.5
"4914","JS0093","PKC2","Palm Kernel Cake Dried Ground",NA,6.02727272727273,"g",7.5
"4915","JS0093","PKC2","Rice Bran","Crop Byproduct",10.4472727272727,"g",13
"4916","JS0093","PKC2","Fish Ground","Animal",13.6618181818182,"g",17
"4917","JS0093","PKC2","Maize","Crop Product",41.3872727272727,"g",51.5
"4918","JS0093","PKC3","Rice Bran","Crop Byproduct",11.8363636363636,"g",14
"4919","JS0093","PKC3","Fish Ground","Animal",13.95,"g",16.5
"4920","JS0093","PKC3","Palm Kernel Cake Dried Ground",NA,8.45454545454545,"g",10
"4921","JS0093","PKC3","Maize","Crop Product",41.0045454545454,"g",48.5
"4922","JS0093","PKC4","Fish Ground","Animal",13.7890909090909,"g",16
"4923","JS0093","PKC4","Maize","Crop Product",39.2127272727273,"g",45.5
"4924","JS0093","PKC4","Palm Kernel Cake Dried Ground",NA,10.7727272727273,"g",12.5
"4925","JS0093","PKC4","Rice Bran","Crop Byproduct",12.0654545454545,"g",14
"4926","JS0093","PKC5","Fish Ground","Animal",13.4145454545454,"g",15.5
"4927","JS0093","PKC5","Rice Bran","Crop Byproduct",12.9818181818182,"g",15
"4928","JS0093","PKC5","Palm Kernel Cake Dried Ground",NA,12.9818181818182,"g",15
"4929","JS0093","PKC5","Maize","Crop Product",37.6472727272727,"g",43.5
"4930","JS0094.1","Con Experiment1","Concentrate","Other Feed",100,"% Diet",27.7777777777778
"4931","JS0094.1","Con Experiment1","Concentrate","Other Feed",100,"% Diet",27.7777777777778
"4932","JS0094.1","Con Experiment1","Concentrate","Other Feed",100,"% Diet",27.7777777777778
"4933","JS0094.1","Con Experiment1","Sheanut Cake","Crop Byproduct",20,"% Diet",5.55555555555556
"4934","JS0094.1","Con Experiment1","Sheanut Cake","Crop Byproduct",20,"% Diet",5.55555555555556
"4935","JS0094.1","Con Experiment1","Sheanut Cake","Crop Byproduct",20,"% Diet",5.55555555555556
"4936","JS0094.1","SHC1 Experiment1","Concentrate","Other Feed",80,"% Diet",33.3333333333333
"4937","JS0094.1","SHC1 Experiment1","Concentrate","Other Feed",80,"% Diet",33.3333333333333
"4938","JS0094.1","SHC1 Experiment1","Concentrate","Other Feed",80,"% Diet",33.3333333333333
"4939","JS0094.1","SHC2 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4940","JS0094.1","SHC2 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4941","JS0094.1","SHC2 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4942","JS0094.1","SHC2 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4943","JS0094.1","SHC2 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4944","JS0094.1","SHC2 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4945","JS0094.1","SHC3 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4946","JS0094.1","SHC3 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4947","JS0094.1","SHC3 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4948","JS0094.1","SHC3 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4949","JS0094.1","SHC3 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4950","JS0094.1","SHC3 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4951","JS0094.1","SHC4 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4952","JS0094.1","SHC4 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4953","JS0094.1","SHC4 Experiment1","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4954","JS0094.1","SHC4 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4955","JS0094.1","SHC4 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4956","JS0094.1","SHC4 Experiment1","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4957","JS0094.2","Con Experiment2","Concentrate","Other Feed",100,"% Diet",33.3333333333333
"4958","JS0094.2","Con Experiment2","Concentrate","Other Feed",100,"% Diet",33.3333333333333
"4959","JS0094.2","Con Experiment2","Concentrate","Other Feed",100,"% Diet",33.3333333333333
"4960","JS0094.2","SHC1 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4961","JS0094.2","SHC1 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4962","JS0094.2","SHC1 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",20,"% Diet",6.66666666666667
"4963","JS0094.2","SHC1 Experiment2","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4964","JS0094.2","SHC1 Experiment2","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4965","JS0094.2","SHC1 Experiment2","Concentrate","Other Feed",80,"% Diet",26.6666666666667
"4966","JS0094.2","SHC2 Experiment2","Concentrate","Other Feed",70,"% Diet",23.3333333333333
"4967","JS0094.2","SHC2 Experiment2","Concentrate","Other Feed",70,"% Diet",23.3333333333333
"4968","JS0094.2","SHC2 Experiment2","Concentrate","Other Feed",70,"% Diet",23.3333333333333
"4969","JS0094.2","SHC2 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",30,"% Diet",10
"4970","JS0094.2","SHC2 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",30,"% Diet",10
"4971","JS0094.2","SHC2 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",30,"% Diet",10
"4972","JS0094.2","SHC3 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",40,"% Diet",13.3333333333333
"4973","JS0094.2","SHC3 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",40,"% Diet",13.3333333333333
"4974","JS0094.2","SHC3 Experiment2","Sheanut Cake Boiled Dried","Crop Byproduct",40,"% Diet",13.3333333333333
"4975","JS0094.2","SHC3 Experiment2","Concentrate","Other Feed",60,"% Diet",20
"4976","JS0094.2","SHC3 Experiment2","Concentrate","Other Feed",60,"% Diet",20
"4977","JS0094.2","SHC3 Experiment2","Concentrate","Other Feed",60,"% Diet",20
"4978","JS0118","Con Cumin","Black Cumin Seed Ground","Crop Product",20,"% Diet",100
"4979","JS0118","Jatropha SM 1","Jatropha curcas Seed Ground","Agroforestry Fodders",2,"% Diet",10
"4980","JS0118","Jatropha SM 1","Black Cumin Seed Ground","Crop Product",18,"% Diet",90
"4981","JS0118","Jatropha SM 2","Black Cumin Seed Ground","Crop Product",16,"% Diet",80
"4982","JS0118","Jatropha SM 2","Jatropha curcas Seed Ground","Agroforestry Fodders",4,"% Diet",20
"4983","JS0118","Jatropha SM 3","Black Cumin Seed Ground","Crop Product",14,"% Diet",70
"4984","JS0118","Jatropha SM 3","Jatropha curcas Seed Ground","Agroforestry Fodders",6,"% Diet",30
"4985","JS0119","100% Cull Date","Date Cull Dried Ground","Crop Byproduct",294,"g",40
"4986","JS0119","100% Cull Date","Trifolium alexandrinum Straw","Herbaceous Fodders",169.05,"g",23
"4987","JS0119","100% Cull Date","Cotton Seed Ground","Crop Product",161.7,"g",22
"4988","JS0119","50% Cull Date","Trifolium alexandrinum Straw","Herbaceous Fodders",157.46,"g",25
"4989","JS0119","50% Cull Date","Cotton Seed Ground","Crop Product",125.968,"g",20
"4990","JS0119","50% Cull Date","Date Cull Dried Ground","Crop Byproduct",125.968,"g",20
"4991","JS0119","50% Cull Date","Maize Ground","Crop Product",125.968,"g",20
"4992","JS0119","75% Cull Date","Maize Ground","Crop Product",66.5,"g",10
"4993","JS0119","75% Cull Date","Date Cull Dried Ground","Crop Byproduct",199.5,"g",30
"4994","JS0119","75% Cull Date","Trifolium alexandrinum Straw","Herbaceous Fodders",166.25,"g",25
"4995","JS0119","75% Cull Date","Cotton Seed Ground","Crop Product",133,"g",20
"4996","JS0119","No Cull Date","Trifolium alexandrinum Straw","Herbaceous Fodders",178.915,"g",25
"4997","JS0119","No Cull Date","Maize Ground","Crop Product",286.264,"g",40
"4998","JS0119","No Cull Date","Cotton Seed Ground","Crop Product",143.132,"g",20
"4999","JS0123","Diet Con","Soybean Ground","Crop Product",29.996,"g",20
"5000","JS0123","Diet Con","Common Bean Straw","Crop Byproduct",17.69764,"g",11.8
"5001","JS0123","Diet Con","Common Bean Crushed","Crop Product",4.4994,"g",3
"5002","JS0123","JCSM1","Jatropha curcas Cake Ground","Agroforestry Fodders",3.53425,"g",2.5
"5003","JS0123","JCSM1","Soybean Ground","Crop Product",24.73975,"g",17.5
"5004","JS0123","JCSM1","Common Bean Crushed","Crop Product",5.6548,"g",4
"5005","JS0123","JCSM1","Common Bean Straw","Crop Byproduct",15.26796,"g",10.8
"5006","JS0123","JCSM2","Soybean Ground","Crop Product",15,"g",15
"5007","JS0123","JCSM2","Common Bean Crushed","Crop Product",6,"g",6
"5008","JS0123","JCSM2","Jatropha curcas Cake Ground","Agroforestry Fodders",5,"g",5
"5009","JS0123","JCSM2","Common Bean Straw","Crop Byproduct",8.8,"g",8.8
"5010","JS0123","JCSM3","Jatropha curcas Cake Ground","Agroforestry Fodders",6.97575,"g",7.5
"5011","JS0123","JCSM3","Common Bean Straw","Crop Byproduct",7.25478,"g",7.8
"5012","JS0123","JCSM3","Common Bean Crushed","Crop Product",6.5107,"g",7
"5013","JS0123","JCSM3","Soybean Ground","Crop Product",11.62625,"g",12.5
"5014","JS0123","JCSM4","Common Bean Straw","Crop Byproduct",5.22,"g",5.8
"5015","JS0123","JCSM4","Jatropha curcas Cake Ground","Agroforestry Fodders",9,"g",10
"5016","JS0123","JCSM4","Common Bean Crushed","Crop Product",8.1,"g",9
"5017","JS0123","JCSM4","Soybean Ground","Crop Product",9,"g",10
"5018","JS0124","Con","Soybean Ground","Crop Product",0.109520833333333,"g",52.57
"5019","JS0124","Spirulina1","Spirulina Dried","Other Feed",0.000260416666666666,"g",0.125
"5020","JS0124","Spirulina1","Soybean Ground","Crop Product",0.109260416666666,"g",52.445
"5021","JS0124","Spirulina2","Soybean Ground","Crop Product",0.11336,"g",52.32
"5022","JS0124","Spirulina2","Spirulina Dried","Other Feed",0.000541666666666668,"g",0.25
"5023","JS0124","Spirulina3","Soybean Ground","Crop Product",0.114058095238095,"g",52.07
"5024","JS0124","Spirulina3","Spirulina Dried","Other Feed",0.00109523809523809,"g",0.5
"5025","JS0124","Spirulina4","Spirulina Dried","Other Feed",0.00150892857142857,"g",0.75
"5026","JS0124","Spirulina4","Soybean Ground","Crop Product",0.104256904761905,"g",51.82
"5027","JS0124","Spirulina5","Soybean Ground","Crop Product",0.10314,"g",51.57
"5028","JS0124","Spirulina5","Spirulina Dried","Other Feed",0.002,"g",1
"5029","JS0125","100% PBM","Chicken Ground","Animal",1.3741,"g",45.5
"5030","JS0125","100% PBM","Wheat Ground","Crop Product",1.1476,"g",38
"5031","JS0125","100% PBM","Cellulose","Other Feed",0.109324,"g",3.62
"5032","JS0125","100% PBM","Cod Liver Oil","Animal",0.088788,"g",2.94
"5033","JS0125","100% PBM","Maize Oil","Crop Product",0.088788,"g",2.94
"5034","JS0125","100% PBM","Fish Ground","Animal",0.02265,"g",0.75
"5035","JS0125","20% PBM","Cod Liver Oil","Animal",0.164388,"g",4.12
"5036","JS0125","20% PBM","Fish Ground","Animal",1.2768,"g",32
"5037","JS0125","20% PBM","Maize Oil","Crop Product",0.164388,"g",4.12
"5038","JS0125","20% PBM","Cellulose","Other Feed",0.229824,"g",5.76
"5039","JS0125","20% PBM","Chicken Ground","Animal",0.3591,"g",9
"5040","JS0125","20% PBM","Wheat Ground","Crop Product",1.5162,"g",38
"5041","JS0125","40% PBM","Fish Ground","Animal",0.9072,"g",24
"5042","JS0125","40% PBM","Cellulose","Other Feed",0.158004,"g",4.18
"5043","JS0125","40% PBM","Chicken Ground","Animal",0.6426,"g",17
"5044","JS0125","40% PBM","Maize Oil","Crop Product",0.147798,"g",3.91
"5045","JS0125","40% PBM","Wheat Ground","Crop Product",1.512,"g",40
"5046","JS0125","40% PBM","Cod Liver Oil","Animal",0.147798,"g",3.91
"5047","JS0125","60% PBM","Chicken Ground","Animal",0.9072,"g",24
"5048","JS0125","60% PBM","Maize Oil","Crop Product",0.138348,"g",3.66
"5049","JS0125","60% PBM","Cod Liver Oil","Animal",0.138348,"g",3.66
"5050","JS0125","60% PBM","Wheat Ground","Crop Product",1.5498,"g",41
"5051","JS0125","60% PBM","Cellulose","Other Feed",0.101304,"g",2.68
"5052","JS0125","60% PBM","Fish Ground","Animal",0.6804,"g",18
