"","X","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet","D.Item_raw"
"3462",3462,"HK0330","90 g/kg A. tortilis","sunflower oil","Crop Product",81.719,"g",4.37,"Sunflower Oil"
"3463",3463,"HK0330","90 g/kg A. tortilis","threonine","Non-ERA Feed",1.87,"g",0.1,"Threonine"
"3464",3464,"HK0331","Diet Con","maize gluten","Crop Byproduct",0.0812,"g",11.6,"Maize Gluten"
"3465",3465,"HK0331","Diet Con","chembind","Non-ERA Feed",0.014,"g",2,"ChemBind"
"3466",3466,"HK0331","Diet Con","fish ground","Animal",0.07434,"g",10.62,"Fish Ground"
"3467",3467,"HK0331","Diet Con","soybean ground","Crop Product",0.05124,"g",7.32,"Soybean Ground"
"3468",3468,"HK0331","Diet Con","maize ground","Crop Product",0.19992,"g",28.56,"Maize Ground"
"3469",3469,"HK0331","Diet Con","canola ground","Crop Byproduct",0.126,"g",18,"Canola Ground"
"3470",3470,"HK0331","Diet Con","wheat ground","Crop Byproduct",0.01519,"g",2.17,"Wheat Ground"
"3471",3471,"HK0331","KLM 1","pennisetum clandestinum leaves dried ground","Herbaceous Fodders",0.04725,"g",7.5,"Pennisetum clandestinum Leaves Dried Ground"
"3472",3472,"HK0331","KLM 1","canola ground","Crop Byproduct",0.1134,"g",18,"Canola Ground"
"3473",3473,"HK0331","KLM 1","fish ground","Animal",0.048699,"g",7.73,"Fish Ground"
"3474",3474,"HK0331","KLM 1","chembind","Non-ERA Feed",0.0126,"g",2,"ChemBind"
"3475",3475,"HK0331","KLM 1","maize ground","Crop Product",0.147735,"g",23.45,"Maize Ground"
"3476",3476,"HK0331","KLM 1","maize gluten","Crop Byproduct",0.0756,"g",12,"Maize Gluten"
"3477",3477,"HK0331","KLM 1","soybean ground","Crop Product",0.046116,"g",7.32,"Soybean Ground"
"3478",3478,"HK0331","KLM 1","wheat ground","Crop Byproduct",0.013671,"g",2.17,"Wheat Ground"
"3479",3479,"HK0331","KLM 2","maize ground","Crop Product",0.106546,"g",18.37,"Maize Ground"
"3480",3480,"HK0331","KLM 2","wheat ground","Crop Byproduct",0.012586,"g",2.17,"Wheat Ground"
"3481",3481,"HK0331","KLM 2","maize gluten","Crop Byproduct",0.0696,"g",12,"Maize Gluten"
"3482",3482,"HK0331","KLM 2","chembind","Non-ERA Feed",0.0116,"g",2,"ChemBind"
"3483",3483,"HK0331","KLM 2","pennisetum clandestinum leaves dried ground","Herbaceous Fodders",0.087,"g",15,"Pennisetum clandestinum Leaves Dried Ground"
"3484",3484,"HK0331","KLM 2","fish ground","Animal",0.03045,"g",5.25,"Fish Ground"
"3485",3485,"HK0331","KLM 2","soybean ground","Crop Product",0.042456,"g",7.32,"Soybean Ground"
"3486",3486,"HK0331","KLM 2","canola ground","Crop Byproduct",0.1044,"g",18,"Canola Ground"
"3487",3487,"HK0331","KLM 3","fish ground","Animal",0.015235,"g",2.77,"Fish Ground"
"3488",3488,"HK0331","KLM 3","maize ground","Crop Product",0.07315,"g",13.3,"Maize Ground"
"3489",3489,"HK0331","KLM 3","maize gluten","Crop Byproduct",0.066,"g",12,"Maize Gluten"
"3490",3490,"HK0331","KLM 3","wheat ground","Crop Byproduct",0.011935,"g",2.17,"Wheat Ground"
"3491",3491,"HK0331","KLM 3","chembind","Non-ERA Feed",0.011,"g",2,"ChemBind"
"3492",3492,"HK0331","KLM 3","pennisetum clandestinum leaves dried ground","Herbaceous Fodders",0.12375,"g",22.5,"Pennisetum clandestinum Leaves Dried Ground"
"3493",3493,"HK0331","KLM 3","soybean ground","Crop Product",0.04026,"g",7.32,"Soybean Ground"
"3494",3494,"HK0331","KLM 3","canola ground","Crop Byproduct",0.099,"g",18,"Canola Ground"
"3495",3495,"HK0331","KLM 4","canola ground","Crop Byproduct",0.0936,"g",18,"Canola Ground"
"3496",3496,"HK0331","KLM 4","soybean ground","Crop Product",0.038064,"g",7.32,"Soybean Ground"
"3497",3497,"HK0331","KLM 4","maize gluten","Crop Byproduct",0.0624,"g",12,"Maize Gluten"
"3498",3498,"HK0331","KLM 4","wheat ground","Crop Byproduct",0.011284,"g",2.17,"Wheat Ground"
"3499",3499,"HK0331","KLM 4","pennisetum clandestinum leaves dried ground","Herbaceous Fodders",0.156,"g",30,"Pennisetum clandestinum Leaves Dried Ground"
"3500",3500,"HK0331","KLM 4","maize ground","Crop Product",0.0429,"g",8.25,"Maize Ground"
"3501",3501,"HK0331","KLM 4","chembind","Non-ERA Feed",0.0104,"g",2,"ChemBind"
"3502",3502,"HK0331","MLM 1","wheat ground","Crop Byproduct",0.035,"g",5,"Wheat Ground"
"3503",3503,"HK0331","MLM 1","moringa oleifera leaves dried ground","Agroforestry Fodders",0.05089,"g",7.27,"Moringa oleifera Leaves Dried Ground"
"3504",3504,"HK0331","MLM 1","maize ground","Crop Product",0.12656,"g",18.08,"Maize Ground"
"3505",3505,"HK0331","MLM 1","maize gluten","Crop Byproduct",0.0812,"g",11.6,"Maize Gluten"
"3506",3506,"HK0331","MLM 1","soybean ground","Crop Product",0.049,"g",7,"Soybean Ground"
"3507",3507,"HK0331","MLM 1","fish ground","Animal",0.056,"g",8,"Fish Ground"
"3508",3508,"HK0331","MLM 1","chembind","Non-ERA Feed",0.028,"g",4,"ChemBind"
"3509",3509,"HK0331","MLM 1","canola ground","Crop Byproduct",0.13097,"g",18.71,"Canola Ground"
"3510",3510,"HK0331","MLM 2","soybean ground","Crop Product",0.0385,"g",7,"Soybean Ground"
"3511",3511,"HK0331","MLM 2","maize ground","Crop Product",0.072875,"g",13.25,"Maize Ground"
"3512",3512,"HK0331","MLM 2","moringa oleifera leaves dried ground","Agroforestry Fodders",0.08096,"g",14.72,"Moringa oleifera Leaves Dried Ground"
"3513",3513,"HK0331","MLM 2","maize gluten","Crop Byproduct",0.0638,"g",11.6,"Maize Gluten"
"3514",3514,"HK0331","MLM 2","wheat ground","Crop Byproduct",0.0275,"g",5,"Wheat Ground"
"3515",3515,"HK0331","MLM 2","fish ground","Animal",0.029205,"g",5.31,"Fish Ground"
"3516",3516,"HK0331","MLM 2","canola ground","Crop Byproduct",0.102905,"g",18.71,"Canola Ground"
"3517",3517,"HK0331","MLM 2","chembind","Non-ERA Feed",0.022,"g",4,"ChemBind"
"3518",3518,"HK0331","MLM 3","moringa oleifera leaves dried ground","Agroforestry Fodders",0.11284,"g",21.7,"Moringa oleifera Leaves Dried Ground"
"3519",3519,"HK0331","MLM 3","maize ground","Crop Product",0.045396,"g",8.73,"Maize Ground"
"3520",3520,"HK0331","MLM 3","maize gluten","Crop Byproduct",0.06032,"g",11.6,"Maize Gluten"
"3521",3521,"HK0331","MLM 3","wheat ground","Crop Byproduct",0.026,"g",5,"Wheat Ground"
"3522",3522,"HK0331","MLM 3","fish ground","Animal",0.01404,"g",2.7,"Fish Ground"
"3523",3523,"HK0331","MLM 3","chembind","Non-ERA Feed",0.0208,"g",4,"ChemBind"
"3524",3524,"HK0331","MLM 3","canola ground","Crop Byproduct",0.097292,"g",18.71,"Canola Ground"
"3525",3525,"HK0331","MLM 3","soybean ground","Crop Product",0.0364,"g",7,"Soybean Ground"
"3526",3526,"HK0331","MLM 4","moringa oleifera leaves dried ground","Agroforestry Fodders",0.1305,"g",29,"Moringa oleifera Leaves Dried Ground"
"3527",3527,"HK0331","MLM 4","maize ground","Crop Product",0.019755,"g",4.39,"Maize Ground"
"3528",3528,"HK0331","MLM 4","wheat ground","Crop Byproduct",0.0225,"g",5,"Wheat Ground"
"3529",3529,"HK0331","MLM 4","canola ground","Crop Byproduct",0.084195,"g",18.71,"Canola Ground"
"3530",3530,"HK0331","MLM 4","maize gluten","Crop Byproduct",0.0522,"g",11.6,"Maize Gluten"
"3531",3531,"HK0331","MLM 4","chembind","Non-ERA Feed",0.018,"g",4,"ChemBind"
"3532",3532,"HK0331","MLM 4","soybean ground","Crop Product",0.0315,"g",7,"Soybean Ground"
"3533",3533,"HK0333","MOLM 1","moringa oleifera leaves dried ground","Agroforestry Fodders",0.902857142857143,"g",1,"Moringa oleifera Leaves Dried Ground"
"3534",3534,"HK0333","MOLM 2","moringa oleifera leaves dried ground","Agroforestry Fodders",2.75914285714286,"g",3,"Moringa oleifera Leaves Dried Ground"
"3535",3535,"HK0333","MOLM 3","moringa oleifera leaves dried ground","Agroforestry Fodders",4.49571428571429,"g",5,"Moringa oleifera Leaves Dried Ground"
"3536",3536,"HK0337","T100 Concentrate","salt","Non-ERA Feed",1.2286,"g",0.2,"Salt"
"3537",3537,"HK0337","T100 Concentrate","salt","Non-ERA Feed",1.2286,"g",0.2,"Salt"
"3538",3538,"HK0337","T100 Concentrate","salt","Non-ERA Feed",1.2286,"g",0.2,"Salt"
"3539",3539,"HK0337","T100 Concentrate","minerals and vitamins mix","Non-ERA Feed",3.0715,"g",0.5,"Minerals and Vitamins Mix"
"3540",3540,"HK0337","T100 Concentrate","minerals and vitamins mix","Non-ERA Feed",3.0715,"g",0.5,"Minerals and Vitamins Mix"
"3541",3541,"HK0337","T100 Concentrate","minerals and vitamins mix","Non-ERA Feed",3.0715,"g",0.5,"Minerals and Vitamins Mix"
"3542",3542,"HK0337","T100 Concentrate","maize offal","Crop Byproduct",430.01,"g",70,"Maize Bran"
"3543",3543,"HK0337","T100 Concentrate","maize offal","Crop Byproduct",430.01,"g",70,"Maize Bran"
"3544",3544,"HK0337","T100 Concentrate","maize offal","Crop Byproduct",430.01,"g",70,"Maize Bran"
"3545",3545,"HK0337","T100 Concentrate","lime","Non-ERA Feed",7.9859,"g",1.3,"Lime"
"3546",3546,"HK0337","T100 Concentrate","lime","Non-ERA Feed",7.9859,"g",1.3,"Lime"
"3547",3547,"HK0337","T100 Concentrate","lime","Non-ERA Feed",7.9859,"g",1.3,"Lime"
"3548",3548,"HK0337","T100 Concentrate","sunflower seed cake","Crop Byproduct",172.004,"g",28,"Sunflower Seed Cake"
"3549",3549,"HK0337","T100 Concentrate","sunflower seed cake","Crop Byproduct",172.004,"g",28,"Sunflower Seed Cake"
"3550",3550,"HK0337","T100 Concentrate","sunflower seed cake","Crop Byproduct",172.004,"g",28,"Sunflower Seed Cake"
"3551",3551,"HK0337","T66 Concentrate","lime","Non-ERA Feed",6.3752,"g",1.3,"Lime"
"3552",3552,"HK0337","T66 Concentrate","lime","Non-ERA Feed",6.3752,"g",1.3,"Lime"
"3553",3553,"HK0337","T66 Concentrate","lime","Non-ERA Feed",6.3752,"g",1.3,"Lime"
"3554",3554,"HK0337","T66 Concentrate","minerals and vitamins mix","Non-ERA Feed",2.452,"g",0.5,"Minerals and Vitamins Mix"
"3555",3555,"HK0337","T66 Concentrate","minerals and vitamins mix","Non-ERA Feed",2.452,"g",0.5,"Minerals and Vitamins Mix"
"3556",3556,"HK0337","T66 Concentrate","minerals and vitamins mix","Non-ERA Feed",2.452,"g",0.5,"Minerals and Vitamins Mix"
"3557",3557,"HK0337","T66 Concentrate","maize offal","Crop Byproduct",343.28,"g",70,"Maize Bran"
"3558",3558,"HK0337","T66 Concentrate","maize offal","Crop Byproduct",343.28,"g",70,"Maize Bran"
"3559",3559,"HK0337","T66 Concentrate","maize offal","Crop Byproduct",343.28,"g",70,"Maize Bran"
"3560",3560,"HK0337","T66 Concentrate","salt","Non-ERA Feed",0.9808,"g",0.2,"Salt"
"3561",3561,"HK0337","T66 Concentrate","salt","Non-ERA Feed",0.9808,"g",0.2,"Salt"
"3562",3562,"HK0337","T66 Concentrate","salt","Non-ERA Feed",0.9808,"g",0.2,"Salt"
"3563",3563,"HK0337","T66 Concentrate","sunflower seed cake","Crop Byproduct",137.312,"g",28,"Sunflower Seed Cake"
"3564",3564,"HK0337","T66 Concentrate","sunflower seed cake","Crop Byproduct",137.312,"g",28,"Sunflower Seed Cake"
"3565",3565,"HK0337","T66 Concentrate","sunflower seed cake","Crop Byproduct",137.312,"g",28,"Sunflower Seed Cake"
"3566",3566,"HK0346","CM Bundle1","molasses","Crop Byproduct",25,"g",100,"Unspecified Molasses"
"3567",3567,"HK0346","CM Bundle2","molasses","Crop Byproduct",25,"g",100,"Unspecified Molasses"
"3568",3568,"HK0350","Con CSM","maize grain","Crop Product",8.94,"g",6,"Maize Grain"
"3569",3569,"HK0350","Con CSM","minerals and vitamins mix","Non-ERA Feed",0.298,"g",0.2,"Minerals and Vitamins Mix"
"3570",3570,"HK0350","Con CSM","cotton seed ground","Crop Product",5.662,"g",3.8,"Cotton Seed Ground"
"3571",3571,"HK0350","Velvet BM 1","velvet bean ground","Crop Product",2.1,"g",1.2,"Velvet Bean Ground"
"3572",3572,"HK0350","Velvet BM 1","minerals and vitamins mix","Non-ERA Feed",0.35,"g",0.2,"Minerals and Vitamins Mix"
"3573",3573,"HK0350","Velvet BM 1","maize grain","Crop Product",9.275,"g",5.3,"Maize Grain"
"3574",3574,"HK0350","Velvet BM 1","cotton seed ground","Crop Product",5.775,"g",3.3,"Cotton Seed Ground"
"3575",3575,"HK0350","Velvet BM 2","velvet bean ground","Crop Byproduct",4.08,"g",2.4,"Velvet Bean Ground"
"3576",3576,"HK0350","Velvet BM 2","minerals and vitamins mix","Non-ERA Feed",0.34,"g",0.2,"Minerals and Vitamins Mix"
"3577",3577,"HK0350","Velvet BM 2","maize grain","Crop Product",7.99,"g",4.7,"Maize Grain"
"3578",3578,"HK0350","Velvet BM 2","cotton seed ground","Crop Product",4.59,"g",2.7,"Cotton Seed Ground"
"3579",3579,"HK0350","Velvet BM 3","minerals and vitamins mix","Non-ERA Feed",0.336,"g",0.2,"Minerals and Vitamins Mix"
"3580",3580,"HK0350","Velvet BM 3","velvet bean ground","Crop Product",6.048,"g",3.6,"Velvet Bean Ground"
"3581",3581,"HK0350","Velvet BM 3","maize grain","Crop Product",6.72,"g",4,"Maize Grain"
"3582",3582,"HK0350","Velvet BM 3","cotton seed ground","Crop Product",3.696,"g",2.2,"Cotton Seed Ground"
"3583",3583,"JO1000","MSC0%","wheat offal","Crop Byproduct",1534.5,"g",22.5,"Wheat Bran"
"3584",3584,"JO1000","MSC0%","soybean ground","Crop Product",1364,"g",20,"Soybean Ground"
"3585",3585,"JO1000","MSC100%","moringa oleifera","Forage Plants",1742,"g",26,"Moringa oleifera"
"3586",3586,"JO1000","MSC100%","wheat offal","Crop Byproduct",1105.5,"g",16.5,"Wheat Bran"
"3587",3587,"JO1000","MSC25%","soybean ground","Crop Product",1035,"g",15,"Soybean Ground"
"3588",3588,"JO1000","MSC25%","wheat offal","Crop Byproduct",1442.1,"g",20.9,"Wheat Bran"
"3589",3589,"JO1000","MSC25%","moringa oleifera","Crop Byproduct",455.4,"g",6.6,"Moringa oleifera"
"3590",3590,"JO1000","MSC50%","wheat offal","Crop Byproduct",1368.9,"g",19.5,"Wheat Bran"
"3591",3591,"JO1000","MSC50%","soybean ground","Crop Product",702,"g",10,"Soybean Ground"
"3592",3592,"JO1000","MSC50%","moringa oleifera","Forage Plants",912.6,"g",13,"Moringa oleifera"
"3593",3593,"JO1001","LEU","leucaena leucocephala wilted","Forage Plants",300,"g",53.2490814533449,"Leucaena leucocephala Wilted"
"3594",3594,"JO1001","LS","leucaena leucocephala wilted","Forage Plants",150,"g",24.6889196128777,"Leucaena leucocephala Wilted"
"3595",3595,"JO1001","LS","samanea saman wilted","Forage Plants",134.86,"g",22.1969846599513,"Samanea saman Wilted"
"3596",3596,"JO1001","SAM","samanea saman wilted","Forage Plants",130.72,"g",22.968793927467,"Samanea saman Wilted"
"3597",3597,"JO1002","M30","moringa oleifera","Forage Plants",30,"g",0.232558139534884,"Moringa oleifera"
"3598",3598,"JO1002","M60","moringa oleifera","Forage Plants",60,"g",0.476190476190476,"Moringa oleifera"
"3599",3599,"JO1003","CG AS","acacia seyal wilted","Forage Plants",100,"g",16.1812297734628,"Acacia seyal Wilted"
"3600",3600,"JO1003","CG ASG","acacia senegal leaves wilted","Forage Plants",100,"g",16.7224080267559,"Acacia senegal Leaves Wilted"
"3601",3601,"JO1003","CG AT","acacia tortilis leaves wilted","Forage Plants",100,"g",15.6739811912226,"Acacia tortilis Leaves Wilted"
"3602",3602,"JO1003","CG MF","millettia ferruginea wilted","Forage Plants",100,"g",17.0241743275451,"Millettia ferruginea Wilted"
"3603",3603,"JO1003","CG VA","vernonia amygdalina wilted","Forage Plants",100,"g",17.9856115107914,"Vernonia amygdalina Wilted"
"3604",3604,"JO1004","10% cactus","opuntia ficus indica cladode dried ground","Forage Plants",89.75,"g",1.38076923076923,"Opuntia ficus indica Cladode Dried Ground"
"3605",3605,"JO1004","10% cactus","maize","Crop Product",829.75,"g",12.7653846153846,"Maize"
"3606",3606,"JO1004","10% cactus","soybean full fat cake","Crop Byproduct",13.875,"g",0.213461538461538,"Soybean Full Fat Cake"
"3607",3607,"JO1004","10% cactus","alfalfa ground","Forage Plants",52.625,"g",0.809615384615385,"Alfalfa Ground"
"3608",3608,"JO1004","10% cactus","molasses","Crop Byproduct",69.375,"g",1.06730769230769,"Unspecified Molasses"
"3609",3609,"JO1004","10% cactus","teff ground","Forage Plants",13.875,"g",0.213461538461538,"Teff Ground"
"3610",3610,"JO1004","20% cactus","alfalfa ground","Forage Plants",55.75,"g",0.929166666666667,"Alfalfa Ground"
"3611",3611,"JO1004","20% cactus","opuntia ficus indica cladode dried ground","Forage Plants",179.5,"g",2.99166666666667,"Opuntia ficus indica Cladode Dried Ground"
"3612",3612,"JO1004","20% cactus","teff ground","Forage Plants",6.875,"g",0.114583333333333,"Teff Ground"
"3613",3613,"JO1004","20% cactus","maize","Crop Product",354.875,"g",5.91458333333333,"Maize"
"3614",3614,"JO1004","20% cactus","soybean full fat cake","Crop Byproduct",27.75,"g",0.4625,"Soybean Full Fat Cake"
"3615",3615,"JO1004","20% cactus","molasses","Crop Byproduct",69.375,"g",1.15625,"Unspecified Molasses"
"3616",3616,"JO1004","Control Diet","teff ground","Forage Plants",48.5,"g",0.664383561643836,"Teff Ground"
"3617",3617,"JO1004","Control Diet","alfalfa ground","Forage Plants",55.5,"g",0.76027397260274,"Alfalfa Ground"
"3618",3618,"JO1004","Control Diet","maize","Crop Product",46875,"g",642.123287671233,"Maize"
"3619",3619,"JO1004","Control Diet","molasses","Crop Byproduct",520.75,"g",7.13356164383562,"Unspecified Molasses"
"3620",3620,"JO1004","commercial diet","molasses","Crop Byproduct",69.375,"g",0.925,"Unspecified Molasses"
"3621",3621,"JO1004","commercial diet","teff ground","Forage Plants",86.75,"g",1.15666666666667,"Teff Ground"
"3622",3622,"JO1004","commercial diet","soybean full fat cake","Crop Byproduct",13.875,"g",0.185,"Soybean Full Fat Cake"
"3623",3623,"JO1004","commercial diet","maize","Crop Product",524.25,"g",6.99,"Maize"
"3624",3624,"JO1007","AA S","wheat offal","Crop Byproduct",14.41,"g",4.70453803460659,"Wheat Bran"
"3625",3625,"JO1007","AA S","maize","Crop Product",13.26,"g",4.32908912830558,"Maize"
"3626",3626,"JO1007","AA S","urea","Supplement",2.78,"g",0.907606921318968,"Urea"
"3627",3627,"JO1007","AA S","acacia auriculiformis leaves dried ground","Forage Plants",75,"g",24.4857982370225,"Acacia auriculiformis Leaves Dried Ground"
"3628",3628,"JO1007","CP S","wheat offal","Crop Byproduct",69.64,"g",19.2428847747997,"Wheat Bran"
"3629",3629,"JO1007","CP S","urea","Supplement",1.61,"g",0.444874274661509,"Urea"
"3630",3630,"JO1007","CP S","cassava peel dried ground","Forage Plants",3.43,"g",0.947775628626693,"Cassava Peel Dried Ground"
"3631",3631,"JO1007","FE S","urea","Supplement",1.28,"g",0.329302804219192,"Urea"
"3632",3632,"JO1007","FE S","wheat offal","Crop Byproduct",11.53,"g",2.96629791613069,"Wheat Bran"
"3633",3633,"JO1007","FE S","ficus exasperata dried ground","Forage Plants",75,"g",19.2950861847183,"Ficus exasperata Dried Ground"
"3634",3634,"JO1007","FE S","maize","Crop Product",17.63,"g",4.53563159248778,"Maize"
"3635",3635,"JO1007","SS S","wheat offal","Crop Byproduct",12.84,"g",3.99750933997509,"Wheat Bran"
"3636",3636,"JO1007","SS S","samanea saman dried ground","Forage Plants",75,"g",23.3499377334994,"Samanea saman Dried Ground"
"3637",3637,"JO1007","SS S","urea","Supplement",0.64,"g",0.199252801992528,"Urea"
"3638",3638,"JO1007","SS S","maize","Crop Product",17.01,"g",5.29576587795766,"Maize"
"3639",3639,"JO1008","PR 0","soybean ground","Crop Byproduct",44.12,"g",8,"Soybean Ground"
"3640",3640,"JO1008","PR 0","rice milling waste","Crop Byproduct",248.175,"g",45,"Rice Milling Waste"
"3641",3641,"JO1008","PR 0","cowpea husk","Crop Byproduct",110.3,"g",20,"Cowpea Husk"
"3642",3642,"JO1008","PR 0","maize grain","Crop Product",44.12,"g",8,"Maize Grain"
"3643",3643,"JO1008","PR 0","wheat offal","Crop Byproduct",99.27,"g",18,"Wheat Offal"
"3644",3644,"JO1008","PR 15","soybean ground","Crop Byproduct",16.1991,"g",3,"Soybean Ground"
"3645",3645,"JO1008","PR 15","maize grain","Crop Product",64.7964,"g",12,"Maize Grain"
"3646",3646,"JO1008","PR 15","cowpea husk","Crop Byproduct",113.3937,"g",21,"Cowpea Husk"
"3647",3647,"JO1008","PR 15","piliostigma reticulatum pods crushed dried","Forage Plants",80.9955,"g",15,"Piliostigma reticulatum Pods Crushed Dried"
"3648",3648,"JO1008","PR 15","wheat offal","Crop Byproduct",32.3982,"g",6,"Wheat Offal"
"3649",3649,"JO1008","PR 15","rice milling waste","Crop Byproduct",229.48725,"g",42.5,"Rice Milling Waste"
"3650",3650,"JO1008","PR 22.5","wheat offal","Crop Byproduct",9.7686,"g",2,"Wheat Offal"
"3651",3651,"JO1008","PR 22.5","rice milling waste","Crop Byproduct",205.1406,"g",42,"Rice Milling Waste"
"3652",3652,"JO1008","PR 22.5","maize grain","Crop Product",58.6116,"g",12,"Maize Grain"
"3653",3653,"JO1008","PR 22.5","piliostigma reticulatum pods crushed dried","Forage Plants",109.89675,"g",22.5,"Piliostigma reticulatum Pods Crushed Dried"
"3654",3654,"JO1008","PR 22.5","cowpea husk","Crop Byproduct",102.5703,"g",21,"Cowpea Husk"
"3655",3655,"JO1008","PR 30","maize grain","Crop Product",33.1366,"g",7,"Maize Grain"
"3656",3656,"JO1008","PR 30","cowpea husk","Crop Byproduct",23.669,"g",5,"Cowpea Husk"
"3657",3657,"JO1008","PR 30","rice milling waste","Crop Byproduct",262.7259,"g",55.5,"Rice Milling Waste"
"3658",3658,"JO1008","PR 30","piliostigma reticulatum pods crushed dried","Forage Plants",142.014,"g",30,"Piliostigma reticulatum Pods Crushed Dried"
"3659",3659,"JO1008","PR 30","wheat offal","Crop Byproduct",9.4676,"g",2,"Wheat Offal"
"3660",3660,"JO1008","PR 7.5","wheat offal","Crop Byproduct",82.9785,"g",15,"Wheat Offal"
"3661",3661,"JO1008","PR 7.5","rice milling waste","Crop Byproduct",243.4036,"g",44,"Rice Milling Waste"
"3662",3662,"JO1008","PR 7.5","piliostigma reticulatum pods crushed dried","Forage Plants",41.48925,"g",7.5,"Piliostigma reticulatum Pods Crushed Dried"
"3663",3663,"JO1008","PR 7.5","maize grain","Crop Product",49.7871,"g",9,"Maize Grain"
"3664",3664,"JO1008","PR 7.5","cowpea husk","Crop Byproduct",105.1061,"g",19,"Cowpea Husk"
"3665",3665,"JO1008","PR 7.5","soybean ground","Crop Byproduct",27.6595,"g",5,"Soybean Ground"
"3666",3666,"JO1009","MS","maize stover","Crop Byproduct",251.6,"g",64.6952944201594,"Maize Stover"
"3667",3667,"JO1009","UMT","molasses","Crop Byproduct",NA,NA,NA,"Unspecified Molasses"
"3668",3668,"JO1009","UMT","maize stover ensiled","Crop Byproduct",364.7,"g",72.7218344965105,"Maize Stover Ensiled"
"3669",3669,"JO1009","UMT","urea","Supplement",NA,NA,NA,"Urea"
"3670",3670,"JO1009","UT","urea","Supplement",NA,NA,NA,"Urea"
"3671",3671,"JO1009","UT","maize stover ensiled","Crop Byproduct",312.6,"g",70.2314086722085,"Maize Stover Ensiled"
"3672",3672,"JO1010","Control","cenchrus ciliaris","Forage Plants",347.2,"g",100,"Cenchrus ciliaris"
"3673",3673,"JO1010","LPBB","maize offal","Crop Byproduct",218.785,"g",35,"Maize Bran"
"3674",3674,"JO1010","LPBB","leucaena pallida","Forage Plants",62.51,"g",10,"Leucaena pallida"
"3675",3675,"JO1010","LPBB","cenchrus ciliaris","Forage Plants",384.7,"g",61.5421532554791,"Cenchrus ciliaris"
"3676",3676,"JO1010","LPBB","molasses","Crop Byproduct",250.04,"g",40,"Unspecified Molasses"
"3677",3677,"JO1010","LPBB","cement","Other Ingredients",62.51,"g",10,"Cement"
"3678",3678,"JO1010","LPBB","calcium phosphate","Supplement",6.251,"g",1,"Calcium Phosphate"
"3679",3679,"JO1010","LPBB","salt","Other Ingredients",25.004,"g",4,"Salt"
"3680",3680,"JO1010","SCBB","cement","Other Ingredients",50.33,"g",10,"Cement"
"3681",3681,"JO1010","SCBB","calcium phosphate","Supplement",5.033,"g",1,"Calcium Phosphate"
"3682",3682,"JO1010","SCBB","molasses","Crop Byproduct",201.32,"g",40,"Unspecified Molasses"
"3683",3683,"JO1010","SCBB","sunflower seed cake","Crop Byproduct",50.33,"g",10,"Sunflower Seed Cake"
"3684",3684,"JO1010","SCBB","maize offal","Crop Byproduct",176.155,"g",35,"Maize Bran"
"3685",3685,"JO1010","SCBB","cenchrus ciliaris","Forage Plants",355.6,"g",70.653685674548,"Cenchrus ciliaris"
"3686",3686,"JO1010","SCBB","salt","Other Ingredients",20.132,"g",4,"Salt"
"3687",3687,"JO1010","UBB","urea","Supplement",56.52,"g",10,"Urea"
"3688",3688,"JO1010","UBB","cement","Other Ingredients",56.52,"g",10,"Cement"
"3689",3689,"JO1010","UBB","calcium phosphate","Supplement",5.652,"g",1,"Calcium Phosphate"
"3690",3690,"JO1010","UBB","molasses","Crop Byproduct",226.08,"g",40,"Unspecified Molasses"
"3691",3691,"JO1010","UBB","maize offal","Crop Byproduct",197.82,"g",35,"Maize Bran"
"3692",3692,"JO1010","UBB","salt","Other Ingredients",22.608,"g",4,"Salt"
"3693",3693,"JO1010","UBB","cenchrus ciliaris","Forage Plants",372.7,"g",65.9412597310686,"Cenchrus ciliaris"
"3694",3694,"JO1011","LL100","leucaena leucocephala leaves dried","Forage Plants",100,"g",100,"Leucaena leucocephala Leaves Dried"
"3695",3695,"JO1011","LL50","leucaena leucocephala leaves dried","Forage Plants",50,"g",100,"Leucaena leucocephala Leaves Dried"
"3696",3696,"JO1011","LL75","leucaena leucocephala leaves dried","Forage Plants",75,"g",100,"Leucaena leucocephala Leaves Dried"
"3697",3697,"JO1011","MO40","moringa oleifera dried","Forage Plants",40,"g",100,"Moringa oleifera Dried"
"3698",3698,"JO1011","MO60","moringa oleifera dried","Forage Plants",60,"g",100,"Moringa oleifera Dried"
"3699",3699,"JO1011","MO80","moringa oleifera dried","Forage Plants",80,"g",100,"Moringa oleifera Dried"
"3700",3700,"JO1012","M0","milk","Animal",4000,"ml",100,"Milk"
"3701",3701,"JO1012","M30","moringa oleifera","Forage Plants",2.71558,"g",NA,"Moringa oleifera"
"3702",3702,"JO1012","M30","milk","Animal",4000,"ml",NA,"Milk"
"3703",3703,"JO1012","M60","moringa oleifera","Forage Plants",5.395,"g",NA,"Moringa oleifera"
"3704",3704,"JO1012","M60","milk","Animal",4000,"ml",NA,"Milk"
"3705",3705,"JO1013","PDS0","urea","Supplement",1.4285,"g",0.5,"Urea"
"3706",3706,"JO1013","PDS0","cowpea husk","Crop Byproduct",72.8535,"g",25.5,"Cowpea Husk"
"3707",3707,"JO1013","PDS0","groundnut cake","Crop Byproduct",57.14,"g",20,"Groundnut Cake"
