"","scope","B.Code","D.Item","CP","NDF","Ash","EE","GE","D.Type","M2_Category","M3_Category","M4_Category","M5_Category","M6_Category","M7_Category","Diet_Category_method","Diet_Category_prop_top","used_patch","used_nearest","M7_Category_full"
"153","diet","HK0067","10% CBC",153.6,NA,785,210,15,NA,"Mineral/Vitamin","High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"154","diet","HK0067","20% CBC",149.1,NA,830,225,15.1,NA,"Mineral/Vitamin","High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"155","diet","HK0067","5% CBC",154.1,NA,800,190,14.8,NA,"Mineral/Vitamin","High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"156","diet","HK0086","Diet B",130,508,35,28,17.2,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"157","diet","HK0086","Diet C",155,566,39,46,17.8,NA,NA,NA,NA,NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"158","diet","HK0086","Diet D",157,566,37,45,17.9,NA,NA,NA,NA,NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"159","diet","HK0098","10% Mango Diet",406.1,NA,76.5,NA,38.59,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"160","diet","HK0098","10% Palm Kernel Diet",410.4,NA,75.4,NA,38.59,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"161","diet","HK0098","20% Mango Diet",410.2,NA,77.8,NA,39.9,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"162","diet","HK0098","20% Palm Kernel Diet",413.9,NA,79.3,NA,39.03,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"163","diet","HK0098","30% Mango Diet",411.4,NA,79,NA,39.61,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"164","diet","HK0098","30% Palm Kernel Diet",414.5,NA,80.1,NA,39.41,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"165","diet","HK0098","Control Diet",405,NA,73.4,NA,38.15,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"166","diet","HK0099","0% Palm Kernel Meal",579,NA,64.6,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"167","diet","HK0099","10% Palm Kernel Meal",283.4,NA,42.9,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"168","diet","HK0099","15% Palm Kernel Meal",285.6,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"169","diet","HK0099","20% Palm Kernel Meal",290.8,NA,43.7,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"170","diet","HK0099","25% Palm Kernel Meal",280.1,NA,40.5,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"171","diet","HK0099","30% Palm Kernel Meal",278.6,NA,56.8,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"172","diet","HK0102.1","Diet Con",230.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"173","diet","HK0102.1","PKM1",228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"174","diet","HK0102.1","PKM2",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"175","diet","HK0102.1","PKM3",224.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"176","diet","HK0102.1","PKM4",224.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"177","diet","HK0102.1","PKM5",223.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"178","diet","HK0102.2","Diet Con",203.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"179","diet","HK0102.2","PKM1",201.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"180","diet","HK0102.2","PKM2",197.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"181","diet","HK0102.2","PKM3",196.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"182","diet","HK0102.2","PKM4",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"183","diet","HK0102.2","PKM5",196.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"184","diet","HK0107","0% Palm Oil",161.9,397.7,66.3,117.5,16.05,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"185","diet","HK0107","12% Palm Oil",174.2,371,73.3,219.4,19.56,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"186","diet","HK0107","16% Palm Oil",175,358.7,70.3,246.6,20.09,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"187","diet","HK0107","4% Palm Oil",166.9,395.9,70.3,127.6,16.08,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"188","diet","HK0107","8% Palm Oil",166.5,379.8,68.2,169.7,17.97,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"189","diet","HK0108","0% Leucaena Diet",56.8,320,133.8,23.2,0.02694496,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"190","diet","HK0108","15% Leucaena Diet",77.5,530.7,132.4,28.1,0.02209152,NA,NA,NA,NA,NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"191","diet","HK0108","30% Leucaena Diet",138.2,572.8,131.1,38,0.0217568,NA,NA,NA,NA,NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"192","diet","HK0108","45% Leucaena Diet",178.8,613.5,129.7,49.9,0.02075264,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"193","diet","HK0118","TM 1",435,NA,84,NA,17.76,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"194","diet","HK0118","TM 2",435,NA,83,NA,17.98,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"195","diet","HK0118","TM 3",434,NA,66,NA,18.19,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"196","diet","HK0118","TM 4",433,NA,52,NA,18.41,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"197","diet","HK0118","TM 5",432,NA,41,NA,18.82,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"198","diet","HK0129","BDG1",161.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"199","diet","HK0129","BDG2",172.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"200","diet","HK0129","BDG3",186.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"201","diet","HK0129","Diet Con",148.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"202","diet","HK0129","Maize",88,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"203","diet","HK0138","Untreated Straw + Haulms Bundle 1",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","nearest_window_diet",NA,FALSE,TRUE,"Poor forage"
"204","diet","HK0138","Untreated Straw + Haulms Bundle 3",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","nearest_window_diet",NA,FALSE,TRUE,"Poor forage"
"205","diet","HK0138","Untreated Straw Bundle 1",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","nearest_window_diet",NA,FALSE,TRUE,"Poor forage"
"206","diet","HK0138","Urea Straw + Haulms Bundle 1",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.036231884057971,TRUE,FALSE,"Poor forage"
"207","diet","HK0138","Urea Straw + Haulms Bundle 2",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.036231884057971,TRUE,FALSE,"Poor forage"
"208","diet","HK0138","Urea Straw + Haulms Bundle 3",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.036231884057971,TRUE,FALSE,"Poor forage"
"209","diet","HK0138","Urea Straw Bundle 1",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.0354609929078014,TRUE,FALSE,"Poor forage"
"210","diet","HK0138","Urea Straw Bundle 2",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.0354609929078014,TRUE,FALSE,"Poor forage"
"211","diet","HK0154","Leucaena leucocephala",233,405.2,85,40,19,NA,NA,NA,NA,"Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"212","diet","HK0160","CP",366.4,NA,19.7,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"213","diet","HK0160","MC",370.5,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"214","diet","HK0160","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"215","diet","HK0160","PP",369.2,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"216","diet","HK0160","YM Con",371.7,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"217","diet","HK0160","YP",372.8,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"218","diet","HK0171","Maize",80,155,43,40.5,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"219","diet","HK0171","Ration A1",171.9,400.1,138.5,140.8,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"220","diet","HK0171","Ration A2",171.9,400.1,138.5,140.8,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"221","diet","HK0171","Ration B1",95.4,684.2,105.5,104.3,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"222","diet","HK0171","Ration B2",95.4,684.2,105.5,104.3,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"223","diet","HK0171","Ration C1",103.8,547.4,119.7,124.5,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"224","diet","HK0228","Chicken meal sunflower oil cake",NA,NA,109,NA,19.1,NA,NA,NA,NA,NA,NA,"High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"225","diet","HK0228","Chicken viscera and groundnut oil cake",NA,NA,101,NA,18.7,NA,NA,NA,NA,NA,NA,"High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"226","diet","HK0228","Chicken viscera and soybean oil cake",NA,NA,98,NA,19.6,NA,NA,NA,NA,NA,NA,"High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"227","diet","HK0228","Commercial diet 1",NA,NA,92,NA,21,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"228","diet","HK0228","No Crop byproducts diet",NA,NA,110,NA,18.8,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"229","diet","HK0260","Centro",97,714,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"230","diet","HK0260","Sirastro",82.1,746,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"231","diet","HK0260","Stover Con",41,891,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"232","diet","HK0260","Stylo",81,590,NA,NA,NA,NA,NA,NA,"Poor forage",NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"233","diet","HK0284","Con",159.3,NA,51.9,61.6,15.9,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"234","diet","HK0284","RSA1",159.7,NA,51.2,57.1,15.9,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"235","diet","HK0284","RSA2",158.9,NA,46,39.5,15.8,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"236","diet","HK0284","RSA3",159.1,NA,43.6,37.7,15.8,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"237","diet","HK0288","ML1",125,612,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"238","diet","HK0288","ML2",144,595,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"239","diet","HK0288","Maize Only",113,671,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"240","diet","HK0288","SL1",108,681,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"241","diet","HK0288","SL2",119,654,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"242","diet","HK0288","Sorghum Only",88,701,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"243","diet","HK0319","L. jav 25 Diet",179.9,253.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"244","diet","HK0319","Negative Control Diet",189.4,230.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"245","diet","HK0324","Acacia 1 LM",158,324,106,90,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"246","diet","HK0324","Acacia 2 LM",157,346,124,93,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"247","diet","HK0324","Acacia 3 LM",161,354,152,92,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"248","diet","HK0324","Acacia 4 LM",165,367,175,91,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"249","diet","HK0324","Acacia 5 LM",162,373,194,89,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"250","diet","HK0324","Con",162,307,67,109,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"251","diet","HK0326","0 g/kg potato hash silage",162,343,47.8,74.2,NA,NA,NA,NA,"High-fat",NA,"High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"252","diet","HK0326","160g/kg potato hash silage",154,373,60.3,64,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"253","diet","HK0326","240 g/kg potato hash silage",151,386,65.9,56,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"254","diet","HK0326","320 g/kg potato hash silage",148,396,70.9,49.7,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"255","diet","HK0326","400 g/kg potato hash silage",141,407,74.2,43,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"256","diet","HK0326","80 g/kg potato hash silage",156,344,55.7,72,NA,NA,NA,NA,"High-fat",NA,"High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"257","diet","HK0327.1","LH WH1 B1",160,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"258","diet","HK0327.1","LH WH2 B1",172,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"259","diet","HK0327.1","LH WH3  B1",172,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"260","diet","HK0327.1","LH WH4  B1",175,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"261","diet","HK0327.1","LH WH5  B1",179,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"262","diet","HK0327.2","OH WH1 B2",198,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"263","diet","HK0327.2","OH WH2 B2",206,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"264","diet","HK0327.2","OH WH3 B2",201,368,NA,NA,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"265","diet","HK0327.2","OH WH4 B2",216,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"266","diet","HK0327.2","OH WH5 B2",210,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"267","diet","HK0327.3","LH:OH WH1 B3",178,380,NA,NA,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"268","diet","HK0327.3","LH:OH WH2 B3",178,377,NA,NA,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"269","diet","HK0327.3","LH:OH WH3 B3",173,387,NA,NA,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"270","diet","HK0327.3","LH:OH WH4 B3",169,414,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"271","diet","HK0327.3","LH:OH WH5 B3",168,405,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"272","diet","HK0328","Acacia 1 LM",158,324,106,90.3,17.3,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"273","diet","HK0328","Acacia 2 LM",157,346,124,92.8,17.3,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"274","diet","HK0328","Acacia 3 LM",161,354,152,91.9,17.2,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"275","diet","HK0328","Acacia 4 LM",165,367,175,98.2,17.3,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"276","diet","HK0328","Acacia 5 LM",164,373,194,89.1,17.2,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"277","diet","HK0328","Con",162,307,68.6,109,17.4,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"278","diet","HK0329","DC0",148,NA,NA,52.2,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"279","diet","HK0329","DC100",146,NA,NA,54.1,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"280","diet","HK0329","DC150",147,NA,NA,53.7,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"281","diet","HK0329","DC200",149,NA,NA,56.9,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"282","diet","HK0330","0 g/kg A. tortilis",180,161,NA,NA,16.7,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"283","diet","HK0330","120 g/kg A. tortilis",186,237,NA,NA,17.8,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"284","diet","HK0330","150 g/kg A. tortilis",190,241,NA,NA,18.1,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"285","diet","HK0330","30 g/kg A. tortilis",182,176,NA,NA,17,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"286","diet","HK0330","60 g/kg A. tortilis",186,181,NA,NA,17.1,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"287","diet","HK0330","90 g/kg A. tortilis",186,208,NA,NA,17.5,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"288","diet","HK0331","Diet Con",300.3,NA,NA,NA,20.21,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"289","diet","HK0331","KLM 1",298.7,NA,NA,NA,20.34,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"290","diet","HK0331","KLM 2",299.6,NA,NA,NA,20.48,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"291","diet","HK0331","KLM 3",297.1,NA,NA,NA,20.53,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"292","diet","HK0331","KLM 4",300.7,NA,NA,NA,20.47,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"293","diet","HK0331","MLM 1",298.4,NA,NA,NA,20.58,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"294","diet","HK0331","MLM 2",299.8,NA,NA,NA,20.42,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"295","diet","HK0331","MLM 3",304.8,NA,NA,NA,20.26,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"296","diet","HK0331","MLM 4",303.8,NA,NA,NA,20.36,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"297","diet","HK0350","Con CSM",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.06,TRUE,FALSE,"High-starch"
"298","diet","HK0350","Velvet BM 1",184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.053,TRUE,FALSE,"High-starch"
"299","diet","HK0350","Velvet BM 2",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.047,TRUE,FALSE,"High-starch"
"300","diet","HK0350","Velvet BM 3",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.04,TRUE,FALSE,"High-starch"
"301","diet","JS0076","BFM1",202.5,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"302","diet","JS0076","BFM2",201.8,NA,NA,34.4,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"303","diet","JS0076","BFM3",201.2,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"304","diet","JS0076","Diet Con",204.1,NA,NA,35.7,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"305","diet","JS0076","Maize",80,155,43,44.8,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"306","diet","JS0079.1","Con",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
